PartnerID;PartnerFullName;Lastname;FirstName;BirthDate;Gender;PostalCode;City;Address;isCustomer;isSupplier;isShipper;Phone;Email
;Hajós Szabella;Hajós;Szabella;1995.10.31;;1083;Budapest;Kossuth Lajos  utca  12;1;0;0;+36(70)436-37-96;hajos.szabella@gmail.com
;Burján Osszián;Burján;Osszián;1995.10.18;;2700;Cegléd;Fejedelem utca 6;1;0;0;+36(70)746-15-66;burjan.osszian@outlook.com
;Keszthelyi Inci;Keszthelyi;Inci;1995.10.07;;1038;Budapest;Szérüskert utca 8;1;0;0;+36(20)573-38-73;keszthelyi.inci@gmail.com
;Tolnai Evetke;Tolnai;Evetke;1995.09.26;;6600;Szentes;Kossuth Lajos út 62.;1;0;0;+36(70)298-65-84;tolnai.evetke@citromail.hu
;Munkácsi Décse;Munkácsi;Décse;1995.09.11;;9952;Gasztony;Akác  utca 61;1;0;0;+36(30)452-49-31;munkacsi.decse@gmail.com
;Solti Aram;Solti;Aram;1995.09.10;;1191;Budapest;Katica utca 11;1;0;0;+36(20)790-18-58;solti.aram@gmail.com
;Káplár Marina;Káplár;Marina;1995.08.27;;7763;Egerág;Fő  út 43;1;0;0;+36(30)961-27-62;kaplar.marina@outlook.com
;Wéber Bernarda;Wéber;Bernarda;1995.08.17;;3574;Bőcs;Frogách utca 39/B;1;0;0;+36(20)142-10-19;weber.bernarda@icloud.com
;Balogh Aziz;Balogh;Aziz;1995.08.12;;6769;Pusztaszer;Derék utca 108 108 lcs. 3/11;1;0;0;+36(70)717-18-22;balogh.aziz@gmail.com
;Gyarmati Románó;Gyarmati;Románó;1995.07.17;;2400;Dunaújváros;Nagymeszes dűlő 5/1;1;0;0;+36(20)633-23-21;gyarmati.romano@zoho.com
;Tarsoly Vitália;Tarsoly;Vitália;1995.07.11;;2067;Szárliget;Virág  utca 31.;1;0;0;+36(70)151-45-60;tarsoly.vitalia@citromail.hu
;Beck Bátor;Beck;Bátor;1995.06.17;;5600;Békéscsaba;Wesselényi Miklós utca 37;1;0;0;+36(70)250-24-75;beck.bator@yahoo.com
;Juhász Szulita;Juhász;Szulita;1995.05.27;;2735;Dánszentmiklós;Röppentyű utca 69;1;0;0;+36(70)183-55-78;juhasz.szulita@gmail.com
;Serbán Szidi;Serbán;Szidi;1995.05.24;;2600;Vác;Zöldfa utca 60/b;1;0;0;+36(30)927-40-76;serban.szidi@freemail.hu
;Rafael Írisz;Rafael;Írisz;1995.05.11;;7171;Sióagárd;Korányi út 73;1;0;0;+36(70)885-14-35;rafael.irisz@aim.com
;Buza Harald;Buza;Harald;1995.05.03;;3200;Gyöngyös;Haszkovó utca 14 C ép. 3/23;1;0;0;+36(30)523-26-60;buza.harald@gmail.com
;Benke Zelka;Benke;Zelka;1995.04.05;;5350;Tiszafüred;Ady Endre  utca 26 3/16;1;0;0;+36(30)141-20-98;benke.zelka@gmail.com
;Ács Ádin;Ács;Ádin;1995.03.08;;2740;Abony;Zöldmező utca 12;1;0;0;+36(20)557-20-66;acs.adin@aim.com
;Sipos Hóvirág;Sipos;Hóvirág;1995.03.03;;2066;Szár;Mikszáth K. utca 2/B. B. lcs. 2./6.;1;0;0;+36(30)227-90-20;sipos.hovirag@citromail.hu
;Bana Mirea;Bana;Mirea;1995.02.26;;6521;Vaskút;Dongó  utca 6 fszt./1;1;0;0;+36(30)542-32-90;bana.mirea@gmail.com
;Süle Elizabell;Süle;Elizabell;1995.02.24;;6043;Kunbaracs;Szentgyörgy  út 74 8/1;1;0;0;+36(20)758-87-20;sule.elizabell@protonmail.com
;Szakács Juliánusz;Szakács;Juliánusz;1995.02.18;;1108;Budapest;Kolozsvári utca 17;1;0;0;+36(20)284-17-55;szakacs.julianusz@citromail.hu
;Laczkó Paszkália;Laczkó;Paszkália;1995.02.17;;8473;Gyepükaján;Doborgaz utca 12;1;0;0;+36(20)576-55-55;laczko.paszkalia@freemail.hu
;Vona Korinna;Vona;Korinna;1995.01.14;;2440;Százhalombatta;Rákóczi F.  utca 161.;1;0;0;+36(30)795-56-92;vona.korinna@outlook.com
;Karaszi Pandora;Karaszi;Pandora;1995.01.06;;1142;Budapest;Pipacs utca 5/A;1;0;0;+36(30)204-12-43;karaszi.pandora@gmail.com
;Márkus Ulrik;Márkus;Ulrik;1994.12.25;;1131;Budapest;Kertész utca 3 Fszt/5;1;0;0;+36(20)781-24-75;markus.ulrik@gmail.com
;Baki Abélia;Baki;Abélia;1994.12.06;;7300;Komló;Arany János tér 1 D ép. 3/Fundamenta iroda;1;0;0;+36(20)971-61-11;baki.abelia@outlook.com
;Guti Múzsa;Guti;Múzsa;1994.11.24;;2760;Nagykáta;Széchenyi utca 24.;1;0;0;+36(70)686-98-60;guti.muzsa@outlook.com
;Szilasi Graciella;Szilasi;Graciella;1994.11.16;;7515;Somogyudvarhely;Deák Ferenc utca 1-5.;1;0;0;+36(70)110-78-63;szilasi.graciella@protonmail.com
;Sallai Doren;Sallai;Doren;1994.10.28;;5905;Orosháza;Béke út 61/b;1;0;0;+36(70)427-32-95;sallai.doren@protonmail.com
;Pintye Tadeusz;Pintye;Tadeusz;1994.09.21;;7086;Ozora;Harkányi út 4/b 3/11;1;0;0;+36(70)602-95-96;pintye.tadeusz@gmail.com
;Bánki Timótea;Bánki;Timótea;1994.09.16;;3358;Erdőtelek;Darázs utca 15/A;1;0;0;+36(70)384-93-25;banki.timotea@citromail.hu
;Bencsik Lajos;Bencsik;Lajos;1994.09.07;;4025;Debrecen;Köztársaság utca 9 2/13;1;0;0;+36(30)205-71-19;bencsik.lajos@gmail.com
;Májer Cézár;Májer;Cézár;1994.08.24;;4622;Komoró;Üllői út 134/2;1;0;0;+36(30)529-79-50;majer.cezar@gmail.com
;Kapitány Malina;Kapitány;Malina;1994.08.20;;6346;Sükösd;Fecske utca 12;1;0;0;+36(30)490-38-94;kapitany.malina@gmail.com
;Lezsák Triniti;Lezsák;Triniti;1994.07.13;;1108;Budapest;Baross  utca 44;1;0;0;+36(70)533-62-24;lezsak.triniti@citromail.hu
;Kósa Euszták;Kósa;Euszták;1994.06.24;;8000;Székesfehérvár;Hunyadi János  utca 18.;1;0;0;+36(20)725-97-77;kosa.eusztak@gmail.com
;Ágoston Miana;Ágoston;Miana;1994.06.19;;6000;Kecskemét;Nyírfa út 53;1;0;0;+36(70)599-83-53;agoston.miana@aim.com
;Angyal Nana;Angyal;Nana;1994.05.28;;3529;Miskolc;Ligetszépe utca 2.;1;0;0;+36(70)162-80-26;angyal.nana@yahoo.com
;Bársony Zafira;Bársony;Zafira;1994.04.16;;1173;Budapest;Károlyi  utca 4;1;0;0;+36(70)440-46-64;barsony.zafira@gmail.com
;Cser Bátor;Cser;Bátor;1994.04.13;;2120;Dunakeszi;Fő  út 40;1;0;0;+36(70)649-95-12;cser.bator@yandex.com
;Szatmári Keve;Szatmári;Keve;1994.03.24;;2234;Maglód;Kazinczy utca 23;1;0;0;+36(20)922-29-22;szatmari.keve@gmail.com
;Süli Auguszta;Süli;Auguszta;1994.03.23;;7039;Németkér;Szechenyi utca 108;1;0;0;+36(70)583-21-60;suli.auguszta@protonmail.com
;Varjú Tamila;Varjú;Tamila;1994.03.18;;2344;Dömsöd;Dunakanyar körút 61;1;0;0;+36(30)894-98-33;varju.tamila@gmail.com
;Gazsó Líra;Gazsó;Líra;1994.03.06;;7020;Dunaföldvár;Petőfi utca 22 10/58;1;0;0;+36(70)592-70-39;gazso.lira@gmail.com
;Ignácz Manolita;Ignácz;Manolita;1994.02.04;;2344;Dömsöd;Bacsó Béla  út 14;1;0;0;+36(20)478-79-87;ignacz.manolita@gmail.com
;Domokos Miana;Domokos;Miana;1994.02.03;;6915;Csanádalberti;Balatoni  út 137;1;0;0;+36(70)431-79-32;domokos.miana@yahoo.com
;Szarka Oliána;Szarka;Oliána;1994.01.17;;9730;Kőszeg;Tarcsay utca 2.;1;0;0;+36(30)876-21-81;szarka.oliana@gmx.us
;Bálint Mihaéla;Bálint;Mihaéla;1994.01.17;;3535;Miskolc;Ungvar  stny. 17 4/13;1;0;0;+36(70)759-86-66;balint.mihaela@gmail.com
;Pór Angyal;Pór;Angyal;1994.01.13;;9024;Győr;Füredi utca 15/a 2/70;1;0;0;+36(20)780-43-86;por.angyal@outlook.com
;Bana Madlen;Bana;Madlen;1993.12.26;;2440;Százhalombatta;Vasút utca 67;1;0;0;+36(30)548-20-61;bana.madlen@gmail.com
;Buzás Zinka;Buzás;Zinka;1993.12.26;;4031;Debrecen;Válicka utca 5;1;0;0;+36(70)696-71-25;buzas.zinka@gmail.com
;Novák Ede;Novák;Ede;1993.12.14;;2100;Gödöllő;Ady  utca 160.;1;0;0;+36(70)803-98-37;novak.ede@outlook.com
;Orgován Áldor;Orgován;Áldor;1993.11.30;;3712;Sajóvámos;Mező utca 22;1;0;0;+36(20)459-65-52;orgovan.aldor@gmx.com
;Szénási Aranyos;Szénási;Aranyos;1993.11.30;;2060;Bicske;Kuruc utca 13 10/2;1;0;0;+36(70)305-77-82;szenasi.aranyos@gmail.com
;Kaló Grizeldisz;Kaló;Grizeldisz;1993.11.27;;2451;Ercsi;Rézműves utca 18;1;0;0;+36(70)369-45-18;kalo.grizeldisz@gmail.com
;Várhegyi Kötöny;Várhegyi;Kötöny;1993.08.14;;4242;Hajdúhadház;Csepp utca 4;1;0;0;+36(70)714-65-65;varhegyi.kotony@gmail.com
;Szécsényi Maximusz;Szécsényi;Maximusz;1993.07.26;;3100;Salgótarján;Bem apó utca 49.;1;0;0;+36(30)939-78-36;szecsenyi.maximusz@freemail.hu
;Seres Ámor;Seres;Ámor;1993.07.11;;8196;Litér;Lehel vezér utca 13.;1;0;0;+36(70)827-59-79;seres.amor@freemail.hu
;Dóka Barakony;Dóka;Barakony;1993.05.23;;1121;Budapest;Attila út 44;1;0;0;+36(70)494-51-32;doka.barakony@zoho.com
;Csengeri Manna;Csengeri;Manna;1993.05.10;;1041;Budapest;Wass Albert utca 2 3/17;1;0;0;+36(20)761-53-90;csengeri.manna@protonmail.com
;Demeter Mózes;Demeter;Mózes;1993.05.09;;1102;Budapest;Rákóczi utca 1/a;1;0;0;+36(30)629-66-98;demeter.mozes@gmail.com
;Surányi Melódia;Surányi;Melódia;1993.05.07;;3531;Miskolc;Szilágyi F. utca 36.;1;0;0;+36(30)892-66-41;suranyi.melodia@gmail.com
;Tajti Médeia;Tajti;Médeia;1993.04.27;;9081;Győrújbarát;Csallóközi  utca 43;1;0;0;+36(70)769-97-13;tajti.medeia@gmail.com
;Turcsán Domonkos;Turcsán;Domonkos;1993.04.01;;1043;Budapest;Ballószög tanya 227/A;1;0;0;+36(70)781-10-37;turcsan.domonkos@gmail.com
;Szolnoki Piros;Szolnoki;Piros;1993.03.02;;3770;Sajószentpéter;Árpád  utca 39;1;0;0;+36(70)971-83-64;szolnoki.piros@gmail.com
;Zsákai Opika;Zsákai;Opika;1993.02.15;;5130;Jászapáti;Békés utca 9/B.;1;0;0;+36(30)695-33-93;zsakai.opika@freemail.hu
;Lázi Szilviusz;Lázi;Szilviusz;1993.02.11;;3300;Eger;Beregszász út 52;1;0;0;+36(30)957-50-53;lazi.szilviusz@citromail.hu
;Gregus Gábor;Gregus;Gábor;1993.01.07;;3524;Miskolc;Fövényszer utca 77/B;1;0;0;+36(30)559-68-52;gregus.gabor@yandex.com
;Boka Mehdia;Boka;Mehdia;1993.01.04;;1031;Budapest;Magtár utca 33;1;0;0;+36(30)702-72-46;boka.mehdia@gmail.com
;Csendes Gedő;Csendes;Gedő;1992.10.06;;4484;Ibrány;Kölcsey  utca 32;1;0;0;+36(30)517-87-74;csendes.gedo@freemail.hu
;Sztojka Vilma;Sztojka;Vilma;1992.09.01;;7400;Kaposvár;Nagy Lajos utca 6;1;0;0;+36(20)412-35-12;sztojka.vilma@gmail.com
;Miklós Amadeusz;Miklós;Amadeusz;1992.08.26;;9730;Kőszeg;Eper utca 30;1;0;0;+36(20)519-44-69;miklos.amadeusz@aim.com
;Tánczos Blondina;Tánczos;Blondina;1992.08.13;;8200;Veszprém;Csermely utca 6 fsz./1;1;0;0;+36(70)398-16-21;tanczos.blondina@gmail.com
;Kelemen Hunyad;Kelemen;Hunyad;1992.08.11;;7300;Komló;Málnás utca 6;1;0;0;+36(70)582-20-37;kelemen.hunyad@outlook.com
;Kincses Klári;Kincses;Klári;1992.08.03;;2613;Rád;Vörösmarty  utca 56.;1;0;0;+36(70)334-21-72;kincses.klari@zoho.com
;Kassai Arzénia;Kassai;Arzénia;1992.07.27;;2225;Üllő;Mező út 65.;1;0;0;+36(30)958-36-28;kassai.arzenia@protonmail.com
;Mihalovics Babetta;Mihalovics;Babetta;1992.07.21;;2230;Gyömrő;Vörösbegy utca 16.;1;0;0;+36(20)665-69-88;mihalovics.babetta@citromail.hu
;Solymosi Grizelda;Solymosi;Grizelda;1992.06.30;;3000;Hatvan;Béke ut. utca 32.;1;0;0;+36(70)954-87-12;solymosi.grizelda@gmail.com
;Rádai Gedő;Rádai;Gedő;1992.05.20;;4002;Debrecen;Zöldfa út 10;1;0;0;+36(20)553-80-21;radai.gedo@gmail.com
;Csatlós Dzsingiz;Csatlós;Dzsingiz;1992.03.23;;1193;Budapest;Móricz Zsigmond utca 8/B;1;0;0;+36(30)269-11-25;csatlos.dzsingiz@yahoo.com
;Czimmer- mann Róbert;Czimmer- mann;Róbert;1992.03.16;;1204;Budapest;Pejachevich utca 4.;1;0;0;+36(30)245-29-96;czimmer- mann.robert@yahoo.com
;Böhm Zalán;Böhm;Zalán;1992.03.16;;1103;Budapest;Szegedi utca 12/A;1;0;0;+36(30)849-40-57;bohm.zalan@gmail.com
;Márki Veszta;Márki;Veszta;1992.02.28;;3300;Eger;Ádám  utca 12;1;0;0;+36(70)835-73-84;marki.veszta@gmail.com
;Csabai Kürt;Csabai;Kürt;1992.02.11;;3881;Abaújszántó;Fő út 188;1;0;0;+36(20)190-72-95;csabai.kurt@gmail.com
;Korsós Alek;Korsós;Alek;1992.01.24;;8200;Veszprém;Csemete utca 5. X/60;1;0;0;+36(70)790-33-79;korsos.alek@gmx.com
;Pós Ábris;Pós;Ábris;1992.01.23;;4241;Bocskaikert;Kapy utca 13/Premierbus;1;0;0;+36(70)394-59-78;pos.abris@yahoo.com
;Bánhegyi Dézi;Bánhegyi;Dézi;1991.12.11;;1039;Budapest;Ihasz utca 22 fsz./3;1;0;0;+36(70)965-58-11;banhegyi.dezi@freemail.hu
;Szente Elvira;Szente;Elvira;1991.12.04;;2014;Csobánka;Türr István utca 16;1;0;0;+36(70)476-50-30;szente.elvira@yahoo.com
;Bánszki Izabella;Bánszki;Izabella;1991.11.27;;3900;Szerencs;Cinca  utca 9;1;0;0;+36(30)694-88-72;banszki.izabella@gmail.com
;Mocsár Ödön;Mocsár;Ödön;1991.11.07;;2687;Bercel;Fő fő 8;1;0;0;+36(20)903-79-84;mocsar.odon@gmail.com
;Cziráki Armilla;Cziráki;Armilla;1991.10.18;;5321;Kunmadaras;Rakéta utca 14/b II/2;1;0;0;+36(30)130-83-36;cziraki.armilla@gmail.com
;Szívós Nader;Szívós;Nader;1991.08.27;;9155;Lébény;Galamb  utca 12;1;0;0;+36(20)412-23-68;szivos.nader@gmail.com
;Ravasz Annunciáta;Ravasz;Annunciáta;1991.08.12;;5650;Mezőberény;Bajza utca 26.;1;0;0;+36(20)623-33-18;ravasz.annunciata@gmail.com
;Újvári Kada;Újvári;Kada;1991.07.19;;3526;Miskolc;Széchenyi utca 128;1;0;0;+36(70)844-37-20;ujvari.kada@gmail.com
;Dér Vilhelmina;Dér;Vilhelmina;1991.07.10;;2225;Üllő;Fő út 185;1;0;0;+36(70)914-33-53;der.vilhelmina@gmail.com
;Szegi Mirijam;Szegi;Mirijam;1991.07.07;;6200;Kiskőrös;Üllői út 329;1;0;0;+36(70)504-92-25;szegi.mirijam@yandex.com
;Őri Lior;Őri;Lior;1991.06.18;;2330;Dunaharaszti;Sáncárok  utca 1;1;0;0;+36(20)698-11-11;ori.lior@freemail.hu
;Fenyvesi Atanáz;Fenyvesi;Atanáz;1991.05.10;;1173;Budapest;Pityeri  dűlő 663;1;0;0;+36(20)268-89-51;fenyvesi.atanaz@citromail.hu
;Gácsi Meike;Gácsi;Meike;1991.05.05;;28100;Novara;Via Giovanni De Verrazano 15;1;0;0;+36(30)962-15-82;gacsi.meike@aim.com
;Vaskó Nolan;Vaskó;Nolan;1991.05.05;;5055;Jászladány;Fö út 7;1;0;0;+36(20)583-65-62;vasko.nolan@aim.com
;Kertai Kalliopé;Kertai;Kalliopé;1991.04.12;;1221;Budapest;Baross Gábor  út 61-63. 1./3.;1;0;0;+36(20)431-88-49;kertai.kalliope@outlook.com
;Makula Lora;Makula;Lora;1991.04.02;;3070;Bátonyterenye;Dózsa út 3;1;0;0;+36(20)372-10-23;makula.lora@protonmail.com
;Román Özséb;Román;Özséb;1991.03.12;;3400;Mezőkövesd;Fáy András lakótelep 10/a 4/12;1;0;0;+36(30)441-36-57;roman.ozseb@outlook.com
;Újfalusi Zenkő;Újfalusi;Zenkő;1991.02.23;;2119;Pécel;Szabadságharcos út 51 2/1;1;0;0;+36(70)609-39-48;ujfalusi.zenko@outlook.com
;Lantos Lióra;Lantos;Lióra;1991.02.12;;4026;Debrecen;Festő utca 5/a;1;0;0;+36(70)799-94-70;lantos.liora@freemail.hu
;Tőkés Anabella;Tőkés;Anabella;1991.02.03;;2051;Biatorbágy;Kolozsvár út 31/B 2/7;1;0;0;+36(30)855-64-51;tokes.anabella@gmail.com
;Lovász Ünige;Lovász;Ünige;1991.02.01;;8944;Sárhida;Kőhíd tér 5 Fsz/1;1;0;0;+36(30)926-76-22;lovasz.unige@gmx.com
;Richter Lotti;Richter;Lotti;1991.01.09;;2500;Esztergom;Gábor Áron  utca 18;1;0;0;+36(20)603-54-73;richter.lotti@outlook.com
;Szedlák Ilda;Szedlák;Ilda;1991.01.05;;1112;Budapest;Júlia  utca 6;1;0;0;+36(70)101-39-90;szedlak.ilda@yandex.com
;Szórádi Örsi;Szórádi;Örsi;1991.01.04;;3535;Miskolc;Gölle utca 1 9/58;1;0;0;+36(30)646-43-56;szoradi.orsi@protonmail.com
;Rácz Szkarlett;Rácz;Szkarlett;1990.12.24;;2120;Dunakeszi;Matrinovics Ignác utca 37;1;0;0;+36(30)344-21-12;racz.szkarlett@freemail.hu
;Sebestyén Egbert;Sebestyén;Egbert;1990.11.23;;2433;Sárosd;Trombitás utca 8 4/47;1;0;0;+36(30)623-69-12;sebestyen.egbert@freemail.hu
;Szigetvári Ljuba;Szigetvári;Ljuba;1990.11.15;;3373;Besenyőtelek;Felsőérpart utca 6;1;0;0;+36(70)704-19-60;szigetvari.ljuba@gmail.com
;Szebeni Fehéra;Szebeni;Fehéra;1990.11.10;;8194;Vilonya;Szent Lajos  utca 12;1;0;0;+36(20)352-55-17;szebeni.fehera@gmail.com
;Bak Irma;Bak;Irma;1990.08.20;;4440;Tiszavasvári;Séllyei utca 2;1;0;0;+36(30)921-15-14;bak.irma@yahoo.com
;Ipacs Szófia;Ipacs;Szófia;1990.07.27;;2600;Vác;Nyárfa utca 34.;1;0;0;+36(70)436-60-25;ipacs.szofia@icloud.com
;Aranyosi Hamid;Aranyosi;Hamid;1990.07.11;;3300;Eger;Napsugár út 28;1;0;0;+36(70)657-92-60;aranyosi.hamid@zoho.com
;Venczel Szelestény;Venczel;Szelestény;1990.07.01;;8900;Zalaegerszeg;Völgy utca 13;1;0;0;+36(30)841-41-28;venczel.szelesteny@yandex.com
;Fejes Gábri;Fejes;Gábri;1990.06.24;;2117;Isaszeg;Liszt Ferenc sétány 21. 2/1;1;0;0;+36(70)470-46-40;fejes.gabri@gmail.com
;Bazsó Árkád;Bazsó;Árkád;1990.06.13;;3535;Miskolc;Dráva utca 11 7/28;1;0;0;+36(70)512-54-59;bazso.arkad@protonmail.com
;Kreisz Grizelda;Kreisz;Grizelda;1990.05.24;;3980;Sátoraljaújhely;Mezei út 46;1;0;0;+36(70)331-70-36;kreisz.grizelda@outlook.com
;Pálinkás Létó;Pálinkás;Létó;1990.05.11;;2481;Velence;II. Rákóczi Ferenc  utca 24 fsz/2;1;0;0;+36(70)665-43-23;palinkas.leto@outlook.com
;Sugár Vilhelmina;Sugár;Vilhelmina;1990.04.15;;1144;Budapest;Lotz Károly utca 5.;1;0;0;+36(70)640-30-45;sugar.vilhelmina@freemail.hu
;Gyimesi Kata;Gyimesi;Kata;1990.03.08;;6767;Ópusztaszer;Bem József  utca 51;1;0;0;+36(70)657-32-84;gyimesi.kata@aim.com
;Patkós Bájron;Patkós;Bájron;1990.02.11;;4241;Bocskaikert;Hómező  utca 38;1;0;0;+36(20)933-91-47;patkos.bajron@citromail.hu
;Hosszú Jáhel;Hosszú;Jáhel;1990.01.02;;5540;Szarvas;Viola utca  3.;1;0;0;+36(30)991-13-57;hosszu.jahel@gmail.com
;Pfeifer Ronetta;Pfeifer;Ronetta;1989.12.21;;3400;Mezőkövesd;Lölincz utca 4 fszt./2;1;0;0;+36(30)939-62-71;pfeifer.ronetta@gmx.us
;Laskai Vejke;Laskai;Vejke;1989.11.03;;9224;Rajka;Bokréta utca 10;1;0;0;+36(20)355-12-12;laskai.vejke@gmail.com
;Vasas Rikárdó;Vasas;Rikárdó;1989.11.02;;2084;Pilisszentiván;Posta  utca 3.;1;0;0;+36(70)554-14-69;vasas.rikardo@gmail.com
;Kuti Margaréta;Kuti;Margaréta;1989.07.25;;2730;Albertirsa;Kunhalom  utca 21;1;0;0;+36(30)156-27-47;kuti.margareta@protonmail.com
;Fenyvesi Mályva;Fenyvesi;Mályva;1989.07.02;;7951;Gerde;Szirom  utca 48;1;0;0;+36(30)979-86-45;fenyvesi.malyva@aol.com
;Herczeg Filoméla;Herczeg;Filoméla;1989.05.11;;3532;Miskolc;Szövet utca 29.;1;0;0;+36(70)570-41-98;herczeg.filomela@yandex.com
;Braun Norberta;Braun;Norberta;1988.12.26;;8556;Pápateszér;Gulácsy Lajos utca 12 fsz/3;1;0;0;+36(20)974-65-47;braun.norberta@gmail.com
;Borza Krizantusz;Borza;Krizantusz;1988.12.24;;4172;Biharnagybajom;Damjanich János  út 6;1;0;0;+36(30)793-49-50;borza.krizantusz@gmail.com
;Vinkler Adolf;Vinkler;Adolf;1988.10.16;;5362;Tiszaörs;Fő út 19;1;0;0;+36(20)123-77-28;vinkler.adolf@gmail.com
;Jávor Ditti;Jávor;Ditti;1988.10.02;;1211;Budapest;Erzsébet  utca 35;1;0;0;+36(30)350-48-79;javor.ditti@gmx.com
;Kasza Leopold;Kasza;Leopold;1988.08.16;;6078;Jakabszállás;Városház utca 8.;1;0;0;+36(70)810-47-26;kasza.leopold@protonmail.com
;Ecker Hóvirág;Ecker;Hóvirág;1988.07.15;;7728;Somberek;Pécsi utca 12/b 3/12;1;0;0;+36(70)828-17-59;ecker.hovirag@gmail.com
;Barta Orfeusz;Barta;Orfeusz;1988.07.07;;3400;Mezőkövesd;Liszt Ferenc utca 11.;1;0;0;+36(20)207-64-59;barta.orfeusz@gmail.com
;Tokaji Dária;Tokaji;Dária;1988.05.14;;9200;Mosonmagyaróvár;Lajta út 11 11 lcs. 4/1;1;0;0;+36(30)592-13-58;tokaji.daria@icloud.com
;Dósa Szixtin;Dósa;Szixtin;1988.02.24;;5420;Túrkeve;48-as  utca 74;1;0;0;+36(70)307-83-69;dosa.szixtin@gmx.us
;Géczi Néla;Géczi;Néla;1988.01.04;;3300;Eger;Országút utca 6;1;0;0;+36(70)195-34-52;geczi.nela@freemail.hu
;Bányai Ica;Bányai;Ica;1987.11.20;;2440;Százhalombatta;Fuchsszőlő utca 35/a;1;0;0;+36(30)589-19-12;banyai.ica@freemail.hu
;Maráz Baldvin;Maráz;Baldvin;1987.06.26;;2853;Kömlőd;Tornyai János utca 11;1;0;0;+36(70)577-63-27;maraz.baldvin@gmail.com
;Laskai Oguz;Laskai;Oguz;1987.04.27;;8500;Pápa;Sáfár Péter  utca 10;1;0;0;+36(20)214-23-25;laskai.oguz@yahoo.com
;Kiss Filotea;Kiss;Filotea;1987.02.28;;7400;Kaposvár;Rákos út 104. 10./63.;1;0;0;+36(70)657-87-82;kiss.filotea@gmail.com
;Pintye Berger;Pintye;Berger;1987.01.23;;5400;Mezőtúr;Szőlő utca 44;1;0;0;+36(30)617-77-11;pintye.berger@zoho.com
;Harkály Betsabé;Harkály;Betsabé;1987.01.19;;2030;Érd;Dessewffy Arisztid  utca 98;1;0;0;+36(70)792-27-87;harkaly.betsabe@aim.com
;Tuza Rudolfina;Tuza;Rudolfina;1987.01.16;;3561;Felsőzsolca;Fő  utca 39;1;0;0;+36(20)537-90-50;tuza.rudolfina@gmail.com
;Batyi Kíra;Batyi;Kíra;1987.01.13;;2243;Kóka;Dohány utca 22;1;0;0;+36(20)606-47-51;batyi.kira@gmail.com
;Kékesi Hina;Kékesi;Hina;1987.01.04;;3594;Hejőpapi;Szentgyörgy  út 61 7/2;1;0;0;+36(20)243-58-86;kekesi.hina@protonmail.com
;Forgács Gabriella;Forgács;Gabriella;1986.11.14;;1172;Budapest;Csányi út 1;1;0;0;+36(30)113-87-42;forgacs.gabriella@yandex.com
;Kóbor Zámor;Kóbor;Zámor;1986.11.13;;1192;Budapest;Úrihegy tanya 193/c;1;0;0;+36(20)548-16-74;kobor.zamor@gmail.com
;Budavári Huba;Budavári;Huba;1986.10.24;;8932;Pókaszepetk;VIII. utca 35.;1;0;0;+36(20)107-68-57;budavari.huba@gmail.com
;Bódi Aira;Bódi;Aira;1986.09.24;;8143;Sárszentmihály;Patkó  utca 62;1;0;0;+36(70)302-20-84;bodi.aira@gmail.com
;Pénzes Leonarda;Pénzes;Leonarda;1986.09.14;;1125;Budapest;Ifjúsági  utca 22;1;0;0;+36(30)280-68-93;penzes.leonarda@outlook.com
;Puskás Naliba;Puskás;Naliba;1986.08.25;;2600;Vác;Várhegy  utca 23;1;0;0;+36(20)148-56-66;puskas.naliba@gmail.com
;Vékony Fárá;Vékony;Fárá;1986.08.13;;1203;Budapest;Zanati út 29 Szatmári Kft lcs.;1;0;0;+36(30)776-90-67;vekony.fara@gmail.com
;Futó Benita;Futó;Benita;1986.08.07;;2086;Tinnye;Attila utca 7;1;0;0;+36(20)163-42-35;futo.benita@gmail.com
;Botka Szolanzs;Botka;Szolanzs;1986.08.02;;1145;Budapest;Eges utca 10;1;0;0;+36(70)741-58-58;botka.szolanzs@gmx.us
;Temesvári Daria;Temesvári;Daria;1986.06.27;;1182;Budapest;Kosduth Lajos út 15;1;0;0;+36(70)574-45-96;temesvari.daria@freemail.hu
;Mátyus Amator;Mátyus;Amator;1986.06.02;;2173;Kartal;Szabadsajtó utca 2/b;1;0;0;+36(70)849-44-94;matyus.amator@gmail.com
;Harmat Iréneusz;Harmat;Iréneusz;1986.02.16;;3450;Mezőcsát;Áchim András  utca 105 1/12;1;0;0;+36(70)729-56-68;harmat.ireneusz@protonmail.com
;Angyal Kventin;Angyal;Kventin;1986.01.24;;7623;Pécs;Kando kálmán ut 8;1;0;0;+36(20)619-28-37;angyal.kventin@citromail.hu
;Toldi Gerált;Toldi;Gerált;1986.01.05;;4400;Nyíregyháza;Dózsa utca 28/1;1;0;0;+36(70)400-47-36;toldi.geralt@protonmail.com
;Terdik Örs;Terdik;Örs;1985.10.22;;6000;Kecskemét;Népek Barátsága út 33;1;0;0;+36(30)771-90-41;terdik.ors@yahoo.com
;Szászi Vera;Szászi;Vera;1985.07.22;;2233;Ecser;Zöldfa út 40;1;0;0;+36(70)121-66-90;szaszi.vera@gmail.com
;Halmai Annamari;Halmai;Annamari;1985.07.21;;2092;Budakeszi;Mária utca 9.;1;0;0;+36(20)206-15-97;halmai.annamari@gmail.com
